Landscape,Site,Date,Transect,Survey.Method,Habitat.Type,Day.Night,Plot.ID,Observer,Time,Scientific.Name,Taxon.Rank,Speciment.ID,Family,Group1,Group2,SVL,TaL,Hor,Ver,Substrate,Activity,Photo.ID,Note
Kalimantan Barat,Gunung Raya,2-Sep-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",20:38,Chalcorana raniceps,Species,-,Ranidae,Amphibians,Frogs,,,1,1,Daun,Diam,,
Kalimantan Barat,Gunung Raya,2-Sep-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",20:44,Limnonectes kuhlii,Species,-,Dicroglossidae,Amphibians,Frogs,,,1,0,Serasah,Diam,,
Kalimantan Barat,Gunung Raya,2-Sep-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",20:46,Tropidophorus mocquardii,Species,-,Scincidae,Reptiles,Saurias,,,1,1,Daun,Diam,,
Kalimantan Barat,Gunung Raya,4-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",19:30,Gonocephalus grandis,Species,-,Agamidae,Reptiles,Saurias,,,3,2,Ranting,Diam,,
Kalimantan Barat,Gunung Raya,4-Sep-23,GR-BL,VES,Aquatic,Day,-,"RM, SEP, ABD",11:42,Leptomantis cyanopunctatus,Species,-,Rhacophoridae,Amphibians,Frogs,,,1,0,Akar,Lompat,,Tidak tertangkap
Kalimantan Barat,Gunung Raya,4-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",18:10,Chalcorana raniceps,Species,-,Ranidae,Amphibians,Frogs,,,1,1,Daun,Diam,,
Kalimantan Barat,Gunung Raya,4-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",18:12,Pulchrana picturata,Species,-,Ranidae,Amphibians,Frogs,,,0,1,Batu,Bersuara,,
Kalimantan Barat,Gunung Raya,4-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",18:13,Phrynoidis asper,Species,-,Bufonidae,Amphibians,Frogs,11.1,,0,1,Tanah,Bersuara,,
Kalimantan Barat,Gunung Raya,4-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",18:13,Phrynoidis asper,Species,-,Bufonidae,Amphibians,Frogs,10.2,,0,1,Tanah,Bersuara,,
Kalimantan Barat,Gunung Raya,4-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",18:13,Phrynoidis asper,Species,-,Bufonidae,Amphibians,Frogs,10.8,,0,1,Tanah,Bersuara,,
Kalimantan Barat,Gunung Raya,4-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",18:13,Phrynoidis asper,Species,-,Bufonidae,Amphibians,Frogs,10.7,,0,1,Tanah,Bersuara,,
Kalimantan Barat,Gunung Raya,4-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",18:14,Pulchrana picturata,Species,-,Ranidae,Amphibians,Frogs,,,1,1,Ranting,Diam,,
Kalimantan Barat,Gunung Raya,4-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",18:19,Chalcorana raniceps,Species,-,Ranidae,Amphibians,Frogs,,,1,1,Daun,Diam,,
Kalimantan Barat,Gunung Raya,4-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",18:20,Hylarana erythraea,Species,-,Ranidae,Amphibians,Frogs,,,0,0,Kayu tumbang,Diam,,
Kalimantan Barat,Gunung Raya,4-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",18:23,Chalcorana raniceps,Species,-,Ranidae,Amphibians,Frogs,,,0,0,Kayu tumbang,Diam,,
Kalimantan Barat,Gunung Raya,4-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",18:24,Chalcorana raniceps,Species,-,Ranidae,Amphibians,Frogs,,,1,1,Ranting,Diam,,
Kalimantan Barat,Gunung Raya,4-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",18:26,Phrynoidis asper,Species,-,Bufonidae,Amphibians,Frogs,,,0,1,Tanah,Diam,,
Kalimantan Barat,Gunung Raya,4-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",18:27,Chalcorana raniceps,Species,-,Ranidae,Amphibians,Frogs,,,0,1,Batu,Diam,,
Kalimantan Barat,Gunung Raya,4-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",18:27,Chalcorana raniceps,Species,-,Ranidae,Amphibians,Frogs,,,0,1,Batu,Diam,,
Kalimantan Barat,Gunung Raya,4-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",18:30,Pulchrana picturata,Species,-,Ranidae,Amphibians,Frogs,,,1,1,Ranting,Diam,,
Kalimantan Barat,Gunung Raya,4-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",18:30,Pulchrana picturata,Species,-,Ranidae,Amphibians,Frogs,,,1,1,Ranting,Diam,,
Kalimantan Barat,Gunung Raya,4-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",18:31,Limnonectes kuhlii,Species,-,Dicroglossidae,Amphibians,Frogs,,,1,0,Serasah,Diam,,
Kalimantan Barat,Gunung Raya,4-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",18:37,Limnonectes leporinus,Species,-,Dicroglossidae,Amphibians,Frogs,,,2,0,Serasah,Diam,,
Kalimantan Barat,Gunung Raya,4-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",18:37,Limnonectes leporinus,Species,-,Dicroglossidae,Amphibians,Frogs,,,2,0,Serasah,Diam,,
Kalimantan Barat,Gunung Raya,4-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",18:39,Phrynoidis asper,Species,-,Bufonidae,Amphibians,Frogs,,,0,1,Tanah,Diam,,
Kalimantan Barat,Gunung Raya,4-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",18:39,Phrynoidis asper,Species,-,Bufonidae,Amphibians,Frogs,,,0,1,Tanah,Diam,,
Kalimantan Barat,Gunung Raya,4-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",18:40,Polypedates macrotis,Species,-,Rhacophoridae,Amphibians,Frogs,,,5,2,Ranting,Diam,,
Kalimantan Barat,Gunung Raya,4-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",18:44,Pulchrana picturata,Species,-,Ranidae,Amphibians,Frogs,,,1,1,Ranting,Diam,,
Kalimantan Barat,Gunung Raya,4-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",18:45,Chalcorana megalonesa,Species,-,Ranidae,Amphibians,Frogs,4.6,,1,1,Daun,Diam,,
Kalimantan Barat,Gunung Raya,4-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",18:45,Chalcorana megalonesa,Species,-,Ranidae,Amphibians,Frogs,4.4,,1,1,Daun,Diam,,
Kalimantan Barat,Gunung Raya,4-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",18:45,Chalcorana raniceps,Species,-,Ranidae,Amphibians,Frogs,3.1,,1,1,Daun,Diam,,
Kalimantan Barat,Gunung Raya,4-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",18:45,Chalcorana raniceps,Species,-,Ranidae,Amphibians,Frogs,2.8,,1,1,Daun,Diam,,
Kalimantan Barat,Gunung Raya,4-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",18:45,Chalcorana raniceps,Species,-,Ranidae,Amphibians,Frogs,2.7,,1,1,Daun,Diam,,
Kalimantan Barat,Gunung Raya,4-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",18:46,Staurois guttatus,Species,-,Ranidae,Amphibians,Frogs,3.4,,1,1,Daun,Diam,,
Kalimantan Barat,Gunung Raya,4-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",18:46,Staurois guttatus,Species,-,Ranidae,Amphibians,Frogs,3.5,,1,1,Daun,Diam,,
Kalimantan Barat,Gunung Raya,4-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",18:55,Chalcorana megalonesa,Species,-,Ranidae,Amphibians,Frogs,5.1,,2,1,Daun,Diam,,
Kalimantan Barat,Gunung Raya,4-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",18:56,Polypedates macrotis,Species,-,Rhacophoridae,Amphibians,Frogs,7.12,,3,2,Ranting,Diam,,
Kalimantan Barat,Gunung Raya,4-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",19:00,Staurois guttatus,Species,-,Ranidae,Amphibians,Frogs,,,1,1,Daun,Diam,,
Kalimantan Barat,Gunung Raya,4-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",19:00,Staurois guttatus,Species,-,Ranidae,Amphibians,Frogs,,,1,1,Daun,Diam,,
Kalimantan Barat,Gunung Raya,4-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",19:00,Staurois guttatus,Species,-,Ranidae,Amphibians,Frogs,,,1,1,Daun,Diam,,
Kalimantan Barat,Gunung Raya,4-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",19:00,Chalcorana raniceps,Species,-,Ranidae,Amphibians,Frogs,,,1,1,Daun,Diam,,
Kalimantan Barat,Gunung Raya,4-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",19:04,Polypedates macrotis,Species,-,Rhacophoridae,Amphibians,Frogs,,,1,3,Ranting,Diam,,
Kalimantan Barat,Gunung Raya,4-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",19:05,Leptomantis fasciatus,Species,-,Rhacophoridae,Amphibians,Frogs,3.97,,2,1,Daun,Diam,,
Kalimantan Barat,Gunung Raya,4-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",19:15,Hylarana erythraea,Species,-,Ranidae,Amphibians,Frogs,,,1,1,Akar,Diam,,
Kalimantan Barat,Gunung Raya,4-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",19:19,Phrynoidis asper,Species,-,Bufonidae,Amphibians,Frogs,,,1,1,Kayu tumbang,Diam,,
Kalimantan Barat,Gunung Raya,4-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",19:30,Ansonia spinulifer,Species,-,Bufonidae,Amphibians,Frogs,,,3,1,Daun,Diam,,
Kalimantan Barat,Gunung Raya,4-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",19:36,Nyctixalus pictus,Species,-,Rhacophoridae,Amphibians,Frogs,,,1,1,Daun,Diam,,
Kalimantan Barat,Gunung Raya,4-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",19:45,Chalcorana raniceps,Species,-,Ranidae,Amphibians,Frogs,,,2,1,Daun,Diam,,
Kalimantan Barat,Gunung Raya,4-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",19:45,Pulchrana picturata,Species,-,Ranidae,Amphibians,Frogs,,,2,1,Ranting,Diam,,
Kalimantan Barat,Gunung Raya,4-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",19:51,Polypedates macrotis,Species,-,Rhacophoridae,Amphibians,Frogs,,,1,3,Ranting,Diam,,
Kalimantan Barat,Gunung Raya,4-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",19:53,Leptobrachium abbotti,Species,-,Megophryidae,Amphibians,Frogs,,,1,1,Pasir,Diam,,
Kalimantan Barat,Gunung Raya,4-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",19:56,Rhabdophis conspicillatus,Species,-,Colubridae,Reptiles,Snakes,,,1,1,Serasah,Diam,,
Kalimantan Barat,Gunung Raya,4-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",20:23,Dendrelaphis formosus,Species,-,Colubridae,Reptiles,Snakes,,,1,3,Daun,Diam,,Anakan
Kalimantan Barat,Gunung Raya,4-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",20:29,Limnonectes ingeri,Species,-,Dicroglossidae,Amphibians,Frogs,,,1,0,Pasir,Diam,,
Kalimantan Barat,Gunung Raya,4-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",19:10,Tropidophorus brookei,Species,-,Scincidae,Reptiles,Saurias,,,0,0,Batu,Diam,,
Kalimantan Barat,Gunung Raya,4-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",19:15,Tropidophorus mocquardii,Species,-,Scincidae,Reptiles,Saurias,,,1,0,Batu,Diam,,
Kalimantan Barat,Gunung Raya,4-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",20:39,Hylarana erythraea,Species,-,Ranidae,Amphibians,Frogs,,,1,1,Akar,Diam,,
Kalimantan Barat,Gunung Raya,4-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",20:50,Dendrelaphis formosus,Species,-,Colubridae,Reptiles,Snakes,,,3,2,Ranting,Diam,,
Kalimantan Barat,Gunung Raya,4-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",21:01,Pulchrana baramica,Species,-,Ranidae,Amphibians,Frogs,,,1,1,Batu,Diam,,
Kalimantan Barat,Gunung Raya,4-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",19:39,Gonocephalus grandis,Species,-,Agamidae,Reptiles,Saurias,,,2,3,Ranting,Tidur,,
Kalimantan Barat,Gunung Raya,7-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",18:53,Gonocephalus grandis,Species,-,Agamidae,Reptiles,Saurias,,,4,1.5,Ranting,Diam,,
Kalimantan Barat,Gunung Raya,7-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",21:08,Gonocephalus grandis,Species,-,Agamidae,Reptiles,Saurias,,,5,2,Ranting,Diam,,
Kalimantan Barat,Gunung Raya,7-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",18:22,Gonocephalus doriae,Species,-,Agamidae,Reptiles,Saurias,,,1,1,Ranting,Diam,,
Kalimantan Barat,Gunung Raya,7-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",18:23,Cyrtodactylus marmoratus,Species,-,Gekkonidae,Reptiles,Geckoes,,,1,3,Batang,Diam,,
Kalimantan Barat,Gunung Raya,7-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",18:30,Chalcorana raniceps,Species,-,Ranidae,Amphibians,Frogs,,,2,1,Daun,Diam,,
Kalimantan Barat,Gunung Raya,7-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",18:31,Limnonectes leporinus,Species,-,Dicroglossidae,Amphibians,Frogs,,,1,0,Serasah,Diam,,
Kalimantan Barat,Gunung Raya,7-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",18:34,Chalcorana raniceps,Species,-,Ranidae,Amphibians,Frogs,,,1,1,Batu,Diam,,
Kalimantan Barat,Gunung Raya,7-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",18:34,Psammodynastes pictus,Species,-,Pseudaspididae,Reptiles,Snakes,,,3,1,Daun,Diam,,
Kalimantan Barat,Gunung Raya,7-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",18:39,Chalcorana megalonesa,Species,-,Ranidae,Amphibians,Frogs,,,2,1,Daun,Diam,,
Kalimantan Barat,Gunung Raya,7-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",18:39,Pulchrana baramica,Species,-,Ranidae,Amphibians,Frogs,,,3,1,Batu,Diam,,
Kalimantan Barat,Gunung Raya,7-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",18:39,Phrynoidis asper,Species,-,Bufonidae,Amphibians,Frogs,,,1,1,Batu,Diam,,
Kalimantan Barat,Gunung Raya,7-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",18:50,Chalcorana megalonesa,Species,-,Ranidae,Amphibians,Frogs,,,1,1,Daun,Diam,,
Kalimantan Barat,Gunung Raya,7-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",19:03,Limnonectes ingeri,Species,-,Dicroglossidae,Amphibians,Frogs,,,2,0,Serasah,Diam,,
Kalimantan Barat,Gunung Raya,7-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",19:11,Chalcorana raniceps,Species,-,Ranidae,Amphibians,Frogs,,,1,1,Daun,Diam,,
Kalimantan Barat,Gunung Raya,7-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",19:17,Chalcorana raniceps,Species,-,Ranidae,Amphibians,Frogs,,,2,1,Daun,Diam,,
Kalimantan Barat,Gunung Raya,7-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",19:20,Chalcorana megalonesa,Species,-,Ranidae,Amphibians,Frogs,,,2,2,Daun,Diam,,
Kalimantan Barat,Gunung Raya,7-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",19:20,Chalcorana megalonesa,Species,-,Ranidae,Amphibians,Frogs,,,2,1,Daun,Diam,,
Kalimantan Barat,Gunung Raya,7-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",19:21,Chalcorana raniceps,Species,-,Ranidae,Amphibians,Frogs,,,2,1,Daun,Diam,,
Kalimantan Barat,Gunung Raya,7-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",19:27,Chalcorana raniceps,Species,-,Ranidae,Amphibians,Frogs,,,1,1,Daun,Diam,,
Kalimantan Barat,Gunung Raya,7-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",19:29,Polypedates macrotis,Species,-,Rhacophoridae,Amphibians,Frogs,,,3,2,Ranting,Diam,,
Kalimantan Barat,Gunung Raya,7-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",19:29,Pulchrana picturata,Species,-,Ranidae,Amphibians,Frogs,,,2,0,Serasah,Kawin,,
Kalimantan Barat,Gunung Raya,7-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",19:29,Pulchrana picturata,Species,-,Ranidae,Amphibians,Frogs,,,2,0,Serasah,Kawin,,
Kalimantan Barat,Gunung Raya,7-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",19:30,Limnonectes leporinus,Species,-,Dicroglossidae,Amphibians,Frogs,,,2,0,Serasah,Diam,,
Kalimantan Barat,Gunung Raya,7-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",19:31,Chalcorana megalonesa,Species,-,Ranidae,Amphibians,Frogs,,,1,1,Daun,Diam,,
Kalimantan Barat,Gunung Raya,7-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",19:38,Chalcorana raniceps,Species,-,Ranidae,Amphibians,Frogs,,,0,1,Batu,Diam,,
Kalimantan Barat,Gunung Raya,7-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",19:39,Chalcorana raniceps,Species,-,Ranidae,Amphibians,Frogs,,,0,1,Batu,Diam,,
Kalimantan Barat,Gunung Raya,7-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",19:39,Chalcorana raniceps,Species,-,Ranidae,Amphibians,Frogs,,,0,1,Batu,Diam,,
Kalimantan Barat,Gunung Raya,7-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",19:41,Staurois guttatus,Species,-,Ranidae,Amphibians,Frogs,,,0,1,Daun,Diam,,
Kalimantan Barat,Gunung Raya,7-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",19:41,Chalcorana raniceps,Species,-,Ranidae,Amphibians,Frogs,,,0,1,Daun,Diam,,
Kalimantan Barat,Gunung Raya,7-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",19:46,Tropidolaemus subannulatus,Species,-,Viperidae,Reptiles,Snakes,,,2,2,Ranting,Diam,,
Kalimantan Barat,Gunung Raya,7-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",19:48,Chalcorana megalonesa,Species,-,Ranidae,Amphibians,Frogs,,,1,1,Batu,Diam,,
Kalimantan Barat,Gunung Raya,7-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",19:55,Chalcorana raniceps,Species,-,Ranidae,Amphibians,Frogs,,,1,1,Daun,Diam,,
Kalimantan Barat,Gunung Raya,7-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",19:57,Limnonectes leporinus,Species,-,Dicroglossidae,Amphibians,Frogs,,,2,1,Serasah,Diam,,
Kalimantan Barat,Gunung Raya,7-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",20:04,Pulchrana picturata,Species,-,Ranidae,Amphibians,Frogs,,,1,1,Ranting,Diam,,
Kalimantan Barat,Gunung Raya,7-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",20:06,Pulchrana picturata,Species,-,Ranidae,Amphibians,Frogs,,,1,1,Ranting,Diam,,
Kalimantan Barat,Gunung Raya,7-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",20:09,Cyrtodactylus sp,Species,-,Gekkonidae,Reptiles,Geckoes,,,2,2,Batang,Bergerak,,
Kalimantan Barat,Gunung Raya,7-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",20:14,Pulchrana picturata,Species,-,Ranidae,Amphibians,Frogs,,,1,1,Ranting,Diam,,
Kalimantan Barat,Gunung Raya,7-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",20:19,Limnonectes kuhlii,Species,-,Dicroglossidae,Amphibians,Frogs,,,1,1,Serasah,Diam,,
Kalimantan Barat,Gunung Raya,7-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",20:20,Chalcorana raniceps,Species,-,Ranidae,Amphibians,Frogs,,,1,1,Daun,Diam,,
Kalimantan Barat,Gunung Raya,7-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",20:25,Pulchrana picturata,Species,-,Ranidae,Amphibians,Frogs,,,2,1,Akar,Diam,,
Kalimantan Barat,Gunung Raya,7-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",20:27,Polypedates macrotis,Species,-,Rhacophoridae,Amphibians,Frogs,,,3,2,Ranting,Diam,,
Kalimantan Barat,Gunung Raya,7-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",20:36,Limnonectes kuhlii,Species,-,Dicroglossidae,Amphibians,Frogs,,,1,0,Serasah,Diam,,
Kalimantan Barat,Gunung Raya,7-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",20:41,Hylarana erythraea,Species,-,Ranidae,Amphibians,Frogs,,,1,1,Kayu tumbang,Diam,,
Kalimantan Barat,Gunung Raya,7-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",21:02,Limnonectes kuhlii,Species,-,Dicroglossidae,Amphibians,Frogs,,,2,0,Pasir,Diam,,
Kalimantan Barat,Gunung Raya,7-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",21:18,Staurois guttatus,Species,-,Ranidae,Amphibians,Frogs,,,2,1,Daun,Diam,,
Kalimantan Barat,Gunung Raya,7-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",21:23,Staurois guttatus,Species,-,Ranidae,Amphibians,Frogs,,,1,1,Daun,Diam,,
Kalimantan Barat,Gunung Raya,7-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",21:23,Staurois guttatus,Species,-,Ranidae,Amphibians,Frogs,,,1,1,Daun,Diam,,
Kalimantan Barat,Gunung Raya,7-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",21:23,Staurois guttatus,Species,-,Ranidae,Amphibians,Frogs,,,1,1,Daun,Diam,,
Kalimantan Barat,Gunung Raya,7-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",21:31,Pulchrana picturata,Species,-,Ranidae,Amphibians,Frogs,,,1,1,Ranting,Diam,,
Kalimantan Barat,Gunung Raya,7-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",20:04,Gonocephalus liogaster,Species,-,Agamidae,Reptiles,Saurias,,,5,2,Ranting,Tidur,,
Kalimantan Barat,Gunung Raya,7-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",21:21,Gonocephalus grandis,Species,-,Agamidae,Reptiles,Saurias,,,2,2,Ranting,Diam,,
Kalimantan Barat,Gunung Raya,7-Sep-23,GR-BL,VES,Aquatic,Night,-,"RM, SEP, SDQ",18:26,Tropidophorus brookei,Species,-,Scincidae,Reptiles,Saurias,,,0,0,Batu,Diam,,
Kalimantan Barat,Gunung Raya,13-Sep-23,GR-SR,VES,Aquatic,Night,-,"RM, SEP, AMO",18:19,Tropidophorus brookei,Species,-,Scincidae,Reptiles,Saurias,,,1,1,Batu,Diam,,
Kalimantan Barat,Gunung Raya,13-Sep-23,GR-SR,VES,Aquatic,Night,-,"RM, SEP, AMO",19:56,Tropidophorus brookei,Species,-,Scincidae,Reptiles,Saurias,,,1,1,Batu,Diam,,
Kalimantan Barat,Gunung Raya,13-Sep-23,GR-SR,VES,Aquatic,Night,-,"RM, SEP, AMO",20:37,Tropidophorus brookei,Species,-,Scincidae,Reptiles,Saurias,,,1,1,Batu,Diam,,
Kalimantan Barat,Gunung Raya,13-Sep-23,GR-SR,VES,Aquatic,Night,-,"RM, SEP, AMO",20:37,Tropidophorus brookei,Species,-,Scincidae,Reptiles,Saurias,,,1,1,Batu,Diam,,
Kalimantan Barat,Gunung Raya,13-Sep-23,GR-SR,VES,Aquatic,Night,-,"RM, SEP, AMO",20:25,Gonocephalus grandis,Species,-,Agamidae,Reptiles,Saurias,,,1,2,Ranting,Diam,,
Kalimantan Barat,Gunung Raya,13-Sep-23,GR-SR,VES,Aquatic,Night,-,"RM, SEP, AMO",18:03,Chalcorana raniceps,Species,-,Ranidae,Amphibians,Frogs,,,1,1,Daun,Diam,,
Kalimantan Barat,Gunung Raya,13-Sep-23,GR-SR,VES,Aquatic,Night,-,"RM, SEP, AMO",18:09,Ansonia minuta,Species,-,Bufonidae,Amphibians,Frogs,,,0,1,Daun,Diam,,
Kalimantan Barat,Gunung Raya,13-Sep-23,GR-SR,VES,Aquatic,Night,-,"RM, SEP, AMO",18:11,Cyrtodactylus sp,Genus,-,Gekkonidae,Reptiles,Geckoes,,,1,3,Batang,Bergerak,,Tidak terfoto
Kalimantan Barat,Gunung Raya,13-Sep-23,GR-SR,VES,Aquatic,Night,-,"RM, SEP, AMO",18:11,Staurois guttatus,Species,-,Ranidae,Amphibians,Frogs,,,1,1,Daun,Diam,,
Kalimantan Barat,Gunung Raya,13-Sep-23,GR-SR,VES,Aquatic,Night,-,"RM, SEP, AMO",18:12,Limnonectes kuhlii,Species,-,Dicroglossidae,Amphibians,Frogs,,,1,0,Serasah,Diam,,
